"GemeenteCode";"GemeenteNaam";"LijstNummer";"LijstNaam";"KandidaatNummer";"Initialen";"Roepnaam";"Tussenvoegsel";"Achternaam";"Woonplaats";"LandCode";"Geslacht"
"0484";"Alphen aan den Rijn";"5";"D66";"29";"E.G.";"Ed";"de";"Leest";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"5";"D66";"30";"G.";"Gerrit";"van den";"Ham";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"1";"A.";"Ank";"de";"Groot-Slagter";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"2";"J.C.";"Jan";"de";"Groot";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"3";"M.G.A.";"Tim";;"Rombouts";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"4";"J.M.";"John";;"Wijfje";"Koudekerk aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"5";"K.";"Kimberly";;"Venema";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"6";"P.M.";"Paul";;"Wolswijk";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"7";"R.A.";"Robby";;"Stedehouder";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"8";"D.E.";"Derrick";;"Olieberg";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"9";"H.";"Hennie";"de";"Boer";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"10";"B.A.H.";"Bon";;"Zaal";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"11";"J.";"Jan";;"Venema";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"12";"C.";"Elleke";;"Suitela";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"13";"J.P.";"Jos";"van";"Leeuwen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"14";"J.";"Jan";;"Bruins";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"15";"R.";"Remco";;"Captein";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"16";"P.C.";"Paul";"de";"Hoog";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"17";"C.B.";"Collin";;"Wortman";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"18";"J.A.M.";"Anneke";"van der";"Lubbe";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"19";"R.";"Richard";"de";"Kruijf";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"20";"J.M.";"Jeroen";;"Altona";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"21";"N.C.";"Nienke";;"Rombouts";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"22";"A.";"Arno";;"Klos";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"23";"P.M.";"Nel";;"Schouten";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"24";"G.";"Gijsbert";"de";"Rijk";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"25";"Y.";"Yvonne";"van";"Lingen";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"26";"W.D.";"Nanda";;"Verschuur";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"27";"Y.";"Yvonne";"de";"Vries";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"28";"S.A.C.";"Sylvia";;"Verschuur";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"6";"RijnGouweLokaal (RGL)";"29";"H.C.";"Herman";"van";"Leeuwen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"1";"M.H.";"Michel";"du";"Chatinier";"Hazerswoude-Rijndijk";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"2";"J.T.";"Joop";"van der";"Wijngaard";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"3";"S.";"Siem";;"Bak";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"4";"J.C.";"Jim";;"Felix";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"5";"R.A.J.";"Romano";"de";"Bruin";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"6";"R.M.";"Ruben";"van";"Veen";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"7";"M.S.H.";"Maarten";"van";"Renssen";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"8";"W.D.";"Dik";;"Berkhout";"Hazerswoude-Dorp";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"9";"E.";"Esther";"van";"Wijngaarden-van der Waal";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"10";"M.H.";"Michelle";;"Stam-Laban";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"11";"M.";"Marcel";;"Mars";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"12";"S.";"Simon";;"Langerveld";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"13";"J.W.";"Jan-Willem";"van der";"Vijver";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"14";"D.";"Dirk";;"Coster";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"15";"J.";"Jaap";;"Demoed";"Hazerswoude-Dorp";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"16";"E.";"Erwin";;"Meems";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"17";"J.T.";"John";"van";"Rumpt";"Benthuizen";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"18";"R.";"Regina";;"Zewuster-Schouten";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"19";"H.";"Harm";"de";"Jong";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"20";"J.G.";"Koos";"van";"Arkel";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"21";"B.";"Bruno";;"Feenstra";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"22";"J.B.";"Hanna";;"Buchsteiner-de Wilde";"Hazerswoude-Dorp";"NL";
"0484";"Alphen aan den Rijn";"7";"ChristenUnie";"23";"C.J.";"Caroline";;"Blom- de Ruiter";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"1";"J.G.";"John";"van de";"Kolk";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"2";"D.";"Daniel";;"Boer";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"3";"M.A.";"Martijn";;"Geurs";"Hazerswoude-Dorp";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"4";"R.";"Ruud";"de";"Vries";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"5";"R.S.";"Rosita";;"Heyliger-Behn";"Hazerswoude-Rijndijk";"NL";"female"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"6";"R.";"Roelah";;"Entezar";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"7";"R.A.";"Fons";;"Simon";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"8";"R.";"Remco";;"Smit";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"9";"D.";"Dave";;"Roggeveen";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"10";"H.";"Henri";;"Rijswijk";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"11";"M.C.J.";"Martin Meijer";;"Meijer";"Aarlanderveen";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"12";"G.M.";"Gérard";;"Michies";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"13";"N.D.";"Norbie";;"Hartmann";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"14";"L.";"Lamberta";;"Leeuwis";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"8";"SP (Socialistische Partij)";"15";"G.W.A.M.";"Gerard";;"Harmes";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"1";"J.M.";"Hans";;"Goedegebuure";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"2";"M.W.";"Willem";;"Pos";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"3";"A.M.A.";"Matthijs";"van";"Gent";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"4";"R.J.";"Hans";"van";"Kuijk";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"5";"E.J.";"Ernst-Jan";"de";"Jong";"Hazerswoude-Dorp";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"6";"J.";"Jaap-Jan";"de";"Rooij";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"7";"C.D.";"Niels";;"Kaashoek";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"8";"H.";"Hendrik-Jan";;"Colijn";"Koudekerk aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"9";"O.M.";"Oscar";;"Kuipers";"Zwammerdam";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"10";"F.";"Frank";"van";"Putten";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"11";"H.";"Erik";;"Aarsen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"12";"A.";"André";;"Hubregtse";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"13";"C.";"Niels";;"Voorwinden";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"14";"J.M.";"Martin";;"Aarnoudse";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"15";"K.T.";"Leander";;"Tramper";"Koudekerk aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"16";"C.";"Kees";"de";"Groot";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"17";"L.";"Loyd";"van";"Dijke";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"18";"G.J.";"Gert-Jan";;"Bremmer";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"19";"D.";"Dennis";;"Harkes";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"20";"P.J.";"Paul";;"Vergeer";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"21";"J.J.";"Jaco";"van der";"Hoek";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"22";"A.C.";"Corné";"van";"Waaij";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"23";"C.J.";"Cees";"van der";"Lee";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"24";"E.";"Edwin";;"Roggeveen";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"25";"A.";"Arjan";;"Kaashoek";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"26";"W.L.M.";"Warner";;"Hoogendoorn";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"27";"A.";"André";;"Hoogland";"Benthuizen";"NL";"male"
"0484";"Alphen aan den Rijn";"9";"Staatkundig Gereformeerde Partij (SGP)";"28";"G.C.";"Gert";;"Verdoes";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"1";"C.F.W.";"Claudia";;"Arnoldus-Kruis";"Hazerswoude-Dorp";"NL";"female"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"2";"F.";"Frank";;"Arnoldus";"Hazerswoude-Dorp";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"3";"J.";"Jim";"van den";"Bos";"Boskoop";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"4";"D.I.";"Daniël";;"Oorthuizen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"5";"A.F.";"Freek";;"Rooze";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"6";"R.";"Rob";;"Roggeveen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"7";"A.";"Aukje";"van";"Beerschoten-Veldhuis";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"8";"L.";"Leon";;"Ruijs";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"9";"R.A.M.";"René";;"Klever";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"10";"Forum voor Democratie";"10";"F.M.S.";"Filine";;"Verloop";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"1";"P.A.G.";"Peter";;"Versteeg";"Hazerswoude-Dorp";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"2";"R.";"Robin";"van";"Heusden";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"3";"A.C.";"Amber";;"Hoogmoed";"Hazerswoude-Dorp";"NL";"female"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"4";"J.";"Jorrit";;"Matzinger";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"5";"L.G.";"Lucas";;"Verdoes";"Hazerswoude-Rijndijk";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"6";"A.H.";"Henk Jan";;"Schipper";"Hazerswoude-Rijndijk";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"7";"K.";"Karin";;"Dijksman";"Hazerswoude-Dorp";"NL";"female"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"8";"F.T.J.";"Francis";;"Seijsener";"Zwammerdam";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"9";"T.S.F.";"Finn";"van";"Heusden";"Amsterdam";"NL";"male"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"10";"C.";"Caroline";;"Devilee";"Hazerswoude-Dorp";"NL";"female"
"0484";"Alphen aan den Rijn";"11";"ONS Alphen";"11";"S.J.";"Sebastiaan";;"Frigge";"'s-Gravenhage";"NL";"male"
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"1";"S.F.";"Stef";;"Strik";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"2";"H.";"Heleen";;"Lamoree";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"3";"D.L.A.";"Danielle";;"Rodriguez Erena-Fles";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"4";"P.";"Vicki";;"Venizelou";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"5";"M.P.";"Mark";;"Poldervaart";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"6";"K.J.";"Kees";;"Langejan";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"7";"J.C.J.";"Jesca";;"Zweijtzer";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"8";"M.";"Ries";;"Meertens";"Boskoop";"NL";
"0484";"Alphen aan den Rijn";"12";"Partij voor de Dieren";"9";"E.F.";"Win";;"Scheijde";"Alphen aan den Rijn";"NL";
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"1";"G.A.";"Ginet";;"Groep - Eijsackers";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"2";"E.A.J.";"Erik";"van";"Kampen";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"3";"E.P.";"Erwin";;"Groep";"Alphen aan den Rijn";"NL";"male"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"4";"C.J.T.";"Corrie";;"Nieuwland";"Zwammerdam";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"5";"M.A.";"Ria";"de";"Heij - van Benten";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"6";"F.A.";"Francis";;"Eijsackers";"Leiden";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"7";"S.O.";"Saskia";;"Holtslag";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"8";"F.W.";"Franca";;"Woering";"Alphen aan den Rijn";"NL";"female"
"0484";"Alphen aan den Rijn";"13";"Alphen voor Elkaar (AvE)";"9";"C.";"Carol";"van";"Kampen - Bakker";"Alphen aan den Rijn";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"1";"R.";"Roeland";;"Bol";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"2";"J.M.M.";"Margo";;"Stolk";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"3";"L.P.";"Lennart";"van der";"Linden";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"4";"J.";"Jonathan";;"Vrijman";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"5";"F.C.E.";"Els";;"Schaap-Holsheimer";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"6";"J.J.";"Hans";;"Heiden";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"7";"I.F.J.";"Iris";;"Bourne";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"8";"D.";"Dirk";;"Vermaat";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"9";"N.";"Nicoline";;"Blankenstein-van Heugten";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"10";"B.C.";"Bastiaan";;"Booij";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"11";"K.";"Kevin";"van";"Bommel";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"12";"S.N.";"Sem";"van der";"Wilk";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"13";"W.";"Wouter";"de";"Graaff";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"14";"D.S.";"Danique";;"Locadia-Soliana";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"15";"C.L.K.";"Cicilia";;"Rijsdijk";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"16";"P.A.H.";"Erik";"de";"Visser";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"17";"E.C.";"Esther";;"Sommer-Landaal";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"18";"C.";"Cees";;"Brussé";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"19";"T.";"Theo";;"Wigmans";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"20";"J.B.";"Joris";;"Modderman";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"21";"J.H.";"Jard";"de";"Vries";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"22";"M.";"Marcel";;"Hazebroek";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"23";"R.";"Roel";;"Vermaat";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"24";"B.A.";"Bernard";;"Mosselman";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"25";"M.C.J.";"Marjon";;"Kesselaar";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"26";"H.L.L.";"Henk";;"Robbe";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"27";"R.";"Rob";;"Nijssen";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"28";"M.";"Möhrübe";;"Yilmaz";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"29";"E.";"Esther";"van";"Vilsteren";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"30";"L.Y.";"Lindsey";;"Faken";"Rhoon";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"31";"K.N.";"Karin";;"Örs-van der Worm";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"32";"R.T.";"Tom";;"Gevers";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"33";"A.M.";"Jan";"de";"Vries";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"34";"L.L.";"Lidie";"van den";"Broek";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"35";"S.";"Shannon";;"Zwaneveld";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"36";"J.";"Hans";"van";"Atteveld";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"37";"M.";"Marco";"van den";"Broek";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"38";"R.J.J.";"Ron";;"Blokland";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"39";"C.";"Christiaan";;"Weterings";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"40";"F.L.A.";"Fred";;"Bloot";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"41";"M.M.";"Mirjam";;"Koopman";"Rotterdam";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"42";"A.";"Anita";"van";"Ewijk";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"43";"C.A.";"Corrie";;"Groen";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"44";"C.G.I.";"Corine";;"Bezemer-Orsel";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"45";"E.";"Elly";;"Bieren";"Barendrecht";"NL";"female"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"46";"W.";"Wim";"van de";"Water";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"47";"J.G.";"Han";;"Vlieg";"Barendrecht";"NL";"male"
"0489";"Barendrecht";"1";"EVB (Echt voor Barendrecht)";"48";"D.";"Dirk";"van";"Buren";"Barendrecht";"NL";"male"
