"GemeenteCode";"GemeenteNaam";"LijstNummer";"LijstNaam";"KandidaatNummer";"Initialen";"Roepnaam";"Tussenvoegsel";"Achternaam";"Woonplaats";"LandCode";"Geslacht"
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"1";"H.E.H.";"Rik";"van";"Niejenhuis";"Onnen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"2";"M.";"Mirjam";;"Wijnja";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"3";"S.";"Stephanie";;"Bennett";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"4";"J.J.";"Joren";"van";"Veen";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"5";"J.";"Jeffry";"van";"Hoorn";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"6";"B.E.";"Brenda";;"Harsveld";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"7";"E.";"Elte";;"Hillekens";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"8";"J.S.V.";"Jahir";;"Scoop";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"9";"F.T.";"Femke";;"Folkerts";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"10";"L.M.A.";"Lucas";;"Oldenburger";"Glimmen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"11";"I.S.";"Irene";;"Huitema";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"12";"T.J.";"Tim";"van de";"Vendel";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"13";"L.A.M.";"Leonore";"van der";"Heide";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"14";"J.C.";"Justine";;"Jones";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"15";"C.T.";"Ceciel";;"Nieuwenhout";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"16";"M.A.";"Özkan";;"Ünlü";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"17";"E.M.";"Elmar";;"Bakker";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"18";"D.";"Danny";;"Kolthof";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"19";"S.";"Sam";;"Veeman";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"20";"M.C.";"Annelies";;"Klaassen";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"21";"P.";"Peter";;"Swart";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"22";"J.";"Jona";;"Janssen";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"23";"G.";"Goudje";;"Haadsma";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"24";"J.E.";"Jarno";;"Meijer";"Haren Gn";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"25";"W.B.";"Benni";;"Leemhuis";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"26";"N.A.";"Niek";;"Schulte";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"27";"L.";"Léon";;"Mulder";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"28";"M.S.";"Sieraadj";;"Orie";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"29";"H.M.";"Maria";;"Hofmeijer";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"30";"I.W.";"Imre";;"Schakelaar";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"31";"T.E.";"Teuntje";;"Zijp";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"32";"H.Y.";"Yolanda";;"Timmer";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"33";"H.M.";"Hilbert";;"Koppenol";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"34";"B.J.I.";"Boudewijn";;"Gibcus";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"35";"J.M.C.";"Jonas";"ter";"Haar";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"36";"M.";"Muss";;"Çiçek";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"37";"S.";"Stijn";;"Duursma";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"38";"R.";"Rixt";"van";"Dongera";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"39";"S.J.M.";"Sophie";;"Middelhuis";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"40";"M.J.";"Marjo";"van";"Dijken";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"41";"F.D.";"Feriz";;"Akarsu";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"42";"R.O.";"Randy";;"Martens";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"43";"P.E.";"Philip";;"Broeksma";"Haren Gn";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"44";"E.M.";"Elly";;"Pastoor";"Haren Gn";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"45";"M.";"Manouska";;"Molema";"Meerstad";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"46";"M.J.";"Max";"van den";"Berg";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"47";"W.";"Ineke";"van";"Gent";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"48";"C.E.";"Carine";;"Bloemhoff";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"49";"G.";"Glimina";;"Chakor";"Groningen";"NL";
"0014";"Groningen";"1";"GROENLINKS / Partij van de Arbeid (PvdA)";"50";"J.";"Jacques";;"Wallage";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"1";"J.S.R.";"Jim";;"Lo-A-Njoe";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"2";"A.D.";"Andrea";;"Poelstra-Bos";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"3";"V.H.";"Vincent";;"Boswijk";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"4";"M.";"Morris";;"Wouters";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"5";"A.C.";"Annemiek";;"Lourens-de Jager";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"6";"M.K.";"Maria";;"Martinez Doubiani";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"7";"B.";"Bob";;"Voorneveld";"Meerstad";"NL";
"0014";"Groningen";"2";"D66";"8";"B.J.M.";"Bregje";;"Hoed";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"9";"S.";"Saskia";;"Wiegant-Plass";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"10";"G.";"Giso";"van";"Essen";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"11";"H.P.";"Heine";;"Vos";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"12";"M.R.";"Mateo";;"Bril";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"13";"K.Q.";"Kay";;"Faber";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"14";"T.L.";"Thomas";;"Boonstra";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"15";"T.P.";"Taco";;"Schaafsma";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"16";"A.E.";"Antje";;"Diertens-Wagner";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"17";"M.";"Mo";;"Atif Afendi";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"18";"J.P.";"Jeremy";;"Bellamy";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"19";"J.B.G.";"Jurgen";;"Elshof";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"20";"G.W.A.";"Greetje";;"Hingstman";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"21";"S.J.G.Q.";"Stan";;"Gräper";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"22";"A.";"Aalt";;"Swiebel";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"23";"G.W.";"Gerlof";;"Lodewijk";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"24";"J.";"Jesper";;"Post";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"25";"J.T.";"Yarnick";;"Pander";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"26";"J.J.";"Jellie";;"Tiemersma";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"27";"S.";"Stan";;"Wolbers";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"28";"L.H.";"Lex";"van der";"Laan";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"29";"J.Q.";"Joost";;"Visch";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"30";"P.H.";"Paula";;"Benjamins-van Oudheusden";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"31";"E.";"Emile";;"Zirkzee";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"32";"F.";"Floor";;"Buigel";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"33";"M.J.";"Marjan";;"Brouwers";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"34";"J.H.";"Henk";;"Bakker";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"35";"I.";"Ido";;"Venhuizen";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"36";"M.H.";"Maarten";;"Eisema";"Haren Gn";"NL";
"0014";"Groningen";"2";"D66";"37";"D.";"Dennis";;"Hoogeveen";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"38";"R.F.";"René";;"Heikens";"Haren Gn";"NL";
"0014";"Groningen";"2";"D66";"39";"T.";"Tom";;"Rustebiel";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"40";"B.N.";"Berndt";;"Benjamins";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"41";"H.J.";"Henk";;"Pijlman";"Groningen";"NL";
"0014";"Groningen";"2";"D66";"42";"M.J.";"Marc";;"Jager";"Haren Gn";"NL";
"0014";"Groningen";"2";"D66";"43";"K.W.";"Koosje";"van";"Doesen";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"1";"J.";"Janette";;"Bosma";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"2";"L.";"Linda";;"Wijnalda-Dussel";"Garmerwolde";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"3";"B.";"Bart";;"Hekkema";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"4";"R.J.";"Ronan";"van";"Langen";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"5";"E.";"Elvira";;"Krudde";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"6";"S.";"Sophie";;"Thasing";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"7";"J.";"Jos";;"Wolffram";"Garmerwolde";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"8";"Y.J.";"Ype";;"Zijlstra";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"9";"A.M.";"Abel";;"Koopman";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"10";"D.A.";"Djurre";;"Fijen";"Haren Gn";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"11";"K.F.";"Kwintijn";;"Schuurman";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"12";"Y.S.";"Yaël";;"Tieleman";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"13";"W.";"Wynanda";"van der";"Land";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"14";"S.D.";"Stijn";"ten";"Hoeve";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"15";"W.I.";"Wesley";;"Pechler";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"16";"K.";"Kirsten";"de";"Wrede";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"17";"B.I.";"Barbara";;"Stok";"Groningen";"NL";
"0014";"Groningen";"3";"Partij voor de Dieren";"18";"I.";"Ines";;"Kostić";"Groningen";"NL";
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"1";"Y.P.";"Yaneth";;"Menger";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"2";"K.C.";"Conny";;"Eldering";"Haren Gn";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"3";"M.";"Marcel";"den";"Os";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"4";"R.R.";"Ruben";;"Klunder";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"5";"W.";"Patricia";;"Wit";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"6";"N.M.";"Niels";;"Hilboesen";"Meerstad";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"7";"L.T.";"Lutske";;"Pultrum";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"8";"J.A.C.";"Hans";;"Moerkerk";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"9";"J.H.";"Hans";"van den";"Bergh";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"10";"B.S.";"Bernd";;"Stalman";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"11";"S.";"Suzanne";;"Kąklewska";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"12";"C.";"Carissa";;"Huizinga";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"13";"J.G.";"Janny";;"Atema-van Dijk";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"14";"U.";"Uno";;"Sissingh";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"15";"R.";"Rob";"de";"Waard";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"16";"A.J.";"André";;"Huitenga";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"17";"K.A.";"Katja";;"Buiks";"Groningen";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"18";"J.C.A.";"Hans";;"Singelenberg";"Zuidhorn";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"19";"B.A.J.";"Benny";;"Kleiker";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"20";"E.J.";"Enne";;"Hovingh";"Adorp";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"21";"R.";"Rienk";;"IJtsma";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"22";"B.R.";"Bauke";"van";"Stempvoort";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"23";"T.A.";"Theo";;"Hartwig";"Gytsjerk";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"24";"H.T.";"Henk";;"Kuiper";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"25";"J.E.";"Yo";;"Philips";"Haren Gn";"NL";"female"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"26";"J.";"Jochem";;"Atema";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"27";"E.T.G.";"Eggo";;"Bosklopper";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"28";"J.";"John";;"Meijer";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"29";"O.";"Onno";;"Kukler";"Groningen";"NL";"male"
"0014";"Groningen";"4";"Stadspartij 100% voor Groningen";"30";"G.H.";"Glory";;"Roggen-Le Roux";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"1";"H.J.";"Hans";"de";"Waard";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"2";"F.";"Floor";;"Mertens";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"3";"E.";"Eelco";;"Eikenaar";"Haren Gn";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"4";"A.T.";"Alina";;"Kiers";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"5";"I.";"Iris";;"Volders";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"6";"R.Y.";"Robin";;"Reitsema";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"7";"P.";"Pieter";;"Oosterhuis";"Ten Boer";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"8";"C.J.";"Chris";;"Voornhout";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"9";"N.H.F.";"Niels";"van der";"Wijk";"Ten Boer";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"10";"J.";"Jesse";;"Bosscha";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"11";"J.";"Jaap";;"Dijk";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"12";"A.H.";"Agnes";;"Bakker";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"13";"M.H.";"Menke";;"Ubbens";"Uithuizermeeden";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"14";"J.";"Jurrie";;"Huisman";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"15";"J.J.";"Jitske";;"Wielers";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"16";"P.S.";"Patricia";"de";"Bernardi de Mello";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"17";"N.";"Niels";;"Wieringa";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"18";"I.J.";"Iris";;"Post";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"19";"A.G.";"Bert";"de";"Waard";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"20";"J.J.";"Hans";"van";"Maanen";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"21";"A.";"Azza";;"Heles";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"22";"M.";"Marten";;"Vos";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"23";"D.";"Daan";;"Brandenbarg";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"24";"M.";"Maria";;"Derksen";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"25";"M.";"Mechteld";"van";"Duin";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"26";"E.";"Evalien";;"Verschuren";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"27";"E.K.";"Ed";"van";"Eijbergen";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"28";"W.H.";"Wim";;"Koks";"Groningen";"NL";"male"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"29";"S.M.";"Sandra";;"Beckerman";"Groningen";"NL";"female"
"0014";"Groningen";"5";"SP (Socialistische Partij)";"30";"J.P.";"Jimmy";;"Dijk";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"1";"R.";"Rik";;"Heiner";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"2";"C.M.J.";"Cassandra";;"Hensen";"Haren Gn";"NL";"female"
"0014";"Groningen";"6";"VVD";"3";"F.";"Fokke";;"Veenstra";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"4";"J.J.E.";"Jasper";"van der";"Aa";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"5";"R.J.";"Robert-Jan";;"Hageman";"Haren Gn";"NL";"male"
"0014";"Groningen";"6";"VVD";"6";"T.K.";"Teun";;"Havinga";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"7";"L.";"Lisa";;"Middelbos";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"8";"S.";"Sander";"van der";"Dussen";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"9";"J.";"Jasper";;"Boter";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"10";"Y.K.K.";"Yaram";"van";"Silfhout";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"11";"J.A.J.";"Julian";;"Schat";"Ten Boer";"NL";"male"
"0014";"Groningen";"6";"VVD";"12";"H.";"Rick";;"Meijer";"Meerstad";"NL";"male"
"0014";"Groningen";"6";"VVD";"13";"S.";"Stephan";"van der";"Linden";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"14";"E.";"Eveliene";;"Goedhart";"Meerstad";"NL";"female"
"0014";"Groningen";"6";"VVD";"15";"S.A.";"Siepko";;"Laméris";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"16";"D.J.";"Daniël";;"Hissink";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"17";"L.";"Lisa";;"Lewis";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"18";"B.M.T.";"Bram";"van der";"Sloot";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"19";"C.M.";"Casper";;"Hoogeveen";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"20";"M.";"Manon";;"Goedhuis";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"21";"E.J.P.";"Ebian";;"Brill";"Haren Gn";"NL";"male"
"0014";"Groningen";"6";"VVD";"22";"T.D.";"Thomas";;"Pauwels";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"23";"E.W.";"Liesbeth";;"Boekel";"Haren Gn";"NL";"female"
"0014";"Groningen";"6";"VVD";"24";"G.R.";"Grady";;"Hofstra";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"25";"J.";"Jarno";;"Zeewuster";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"26";"E.";"Erwin";;"Reijnholt";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"27";"E.P.A.";"Erik";;"Meuwese";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"28";"E.J.";"Eric Jan";;"Vaes";"Meerstad";"NL";"male"
"0014";"Groningen";"6";"VVD";"29";"M.M.";"Martijn";;"Kleverlaan";"Haren Gn";"NL";"male"
"0014";"Groningen";"6";"VVD";"30";"J.J.";"Jelle Jan";;"Koopmans";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"31";"D.";"Dick";;"Jager";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"32";"J.";"Joop";;"Top";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"33";"P.R.A.";"Pieter";;"Terpstra";"Haren Gn";"NL";"male"
"0014";"Groningen";"6";"VVD";"34";"J.";"Johan";;"Pleizier";"Ten Post";"NL";"male"
"0014";"Groningen";"6";"VVD";"35";"K.J.";"Klaas";;"Holtman";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"36";"H.J.";"Erik-Jan";;"Meijer";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"37";"G.";"Geeske";"de";"Vries";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"38";"W.S.";"Willemijn";;"Brilstra";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"39";"A.";"Arnold";;"Bergsma";"Haren Gn";"NL";"male"
"0014";"Groningen";"6";"VVD";"40";"E.";"Elisabeth";;"Akkerman";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"41";"E.M.";"Mirjam";;"Wulfse";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"42";"B.G.";"Betty";"de";"Boer";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"43";"E.J.";"Erik Jan";;"Bennema";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"44";"J.M.";"Joost";"van";"Keulen";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"45";"J.A.";"Jolanda";;"Hekman";"Groningen";"NL";"female"
"0014";"Groningen";"6";"VVD";"46";"M.";"Marnix";;"Kuper";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"47";"J.C.";"Johan";;"Vreeken";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"48";"D.R.";"Dylan";;"Gerding";"Groningen";"NL";"male"
"0014";"Groningen";"6";"VVD";"49";"I.";"Ietje";;"Jacobs-Setz";"Haren Gn";"NL";"female"
"0014";"Groningen";"6";"VVD";"50";"J.W.";"Johan";;"Remkes";"Groningen";"NL";"male"
"0014";"Groningen";"7";"Student en Stad";"1";"W.M.A.";"Wieke";"van";"Heteren";"Groningen";"NL";"female"
"0014";"Groningen";"7";"Student en Stad";"2";"C.M.";"Chris";"van";"Campen";"Groningen";"NL";"female"
"0014";"Groningen";"7";"Student en Stad";"3";"I.";"Ivar";;"Kuper";"Groningen";"NL";"male"
"0014";"Groningen";"7";"Student en Stad";"4";"K.";"Karlijn";;"Bakker";"Groningen";"NL";"female"
"0014";"Groningen";"7";"Student en Stad";"5";"I.F.";"Iris";;"Gorter";"Groningen";"NL";"female"
"0014";"Groningen";"7";"Student en Stad";"6";"A.";"Antoni";;"Harmsen";"Groningen";"NL";"male"
"0014";"Groningen";"7";"Student en Stad";"7";"B.B.";"Bo";"van";"Bergen";"Groningen";"NL";"female"
